doc_id,doc_type,supplier,port_id,country,route,amount,expected_amount,deviation,payment_terms,date,signals,status,anomaly_score,commodity,currency
IN-2026-00399,Invoice,Colombo Textiles Ltd.,LK-CMB,LK,LK-CMB → IN-VIZ,112606,111878,0.0065,LC at Sight,2026-01-24,,normal,0.033,Automobile Parts,SGD
IN-2025-00400,Insurance Certificate,Hamburg Industrial Supply GmbH,DE-HAM,DE,DE-HAM → IN-CHN,550136,737496,-0.254,Advance Payment,2025-08-13,Sanctions list match|Payment terms changed|Material substitution flagged|Insurance premium spike|Critical cost overrun >20%,critical,1.0,Medical Devices,EUR
PU-2025-00401,Purchase Order,Shenzhen Micro-Tech Industries,CN-SZX,CN,CN-SZX → IN-TUT,403160,372768,0.0815,Net 45,2025-11-07,Minor deviation from baseline,review,0.286,Machinery,EUR
CU-2025-00402,Customs Declaration,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-KOL,824985,727974,0.1333,Net 30,2025-07-20,Route surcharge detected,alert,0.67,Medical Devices,EUR
CU-2025-00403,Customs Declaration,Shanghai Electronics Co. Ltd.,CN-SHA,CN,CN-SHA → IN-TUT,944991,741515,0.2744,Advance Payment,2025-06-19,Material substitution flagged|Sanctions list match|Compliance review needed|Critical cost overrun >20%|Insurance premium spike,critical,0.893,Chemical Products,SGD
LE-2025-00404,Letter of Credit,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-PAR,50164,48939,0.025,Advance Payment,2025-08-21,,normal,0.128,Electronics,USD
PA-2026-00405,Packing List,Rotterdam Chemicals BV,NL-RTM,NL,NL-RTM → IN-CHN,109617,124443,-0.1191,Net 45,2026-03-23,Carrier change mid-route|Route surcharge detected|Cost overrun >10%,alert,0.583,Medical Devices,INR
BI-2025-00406,Bill of Lading,Bangalore Biotech Solutions,IN-BLR,IN,IN-BLR → IN-TUT,300775,314288,-0.043,Net 45,2025-09-30,,normal,0.238,Electronics,INR
CU-2025-00407,Customs Declaration,Port Klang Palm Oil Exports,MY-PTG,MY,MY-PTG → IN-KOL,693981,701360,-0.0105,LC 60 Days,2025-07-30,,normal,0.058,Electronics,USD
PU-2025-00408,Purchase Order,Tata Steel Processing,IN-MUM,IN,IN-MUM → IN-MUN,400271,547350,-0.2687,Net 60,2025-06-06,New intermediary entity detected|Expedited shipping requested,critical,1.0,Medical Devices,USD
IN-2025-00409,Invoice,Shenzhen Micro-Tech Industries,CN-SZX,CN,CN-SZX → IN-HAZ,212015,188168,0.1267,LC 60 Days,2025-06-27,Cost overrun >10%|Insurance premium adjustment|Quantity discrepancy,alert,0.755,Plastics,SGD
BI-2026-00410,Bill of Lading,Rotterdam Chemicals BV,NL-RTM,NL,NL-RTM → IN-HAZ,230605,221781,0.0398,LC 60 Days,2026-03-06,,normal,0.229,Medical Devices,INR
PA-2026-00411,Packing List,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-JNPT,105156,82139,0.2802,Net 15,2026-02-15,New intermediary entity detected|Payment terms changed|Material substitution flagged,critical,1.0,Petroleum Products,USD
PA-2025-00412,Packing List,Port Klang Palm Oil Exports,MY-PTG,MY,MY-PTG → IN-TUT,811753,789202,0.0286,LC at Sight,2025-11-24,,normal,0.16,Chemical Products,EUR
CU-2025-00413,Customs Declaration,Bangalore Biotech Solutions,IN-BLR,IN,IN-BLR → IN-KND,404360,396857,0.0189,Advance Payment,2025-10-21,,normal,0.08,Petroleum Products,SGD
PU-2026-00414,Purchase Order,Mumbai Pharma Exports Pvt. Ltd.,IN-JNPT,IN,IN-JNPT → IN-KOC,431751,389218,0.1093,Net 15,2026-02-20,Quantity discrepancy,alert,0.596,Pharmaceuticals,EUR
BI-2025-00415,Bill of Lading,Busan Steel Trading Co.,KR-BUS,KR,KR-BUS → IN-VIZ,385519,397609,-0.0304,Advance Payment,2025-08-21,,normal,0.152,Textiles & Garments,EUR
PU-2025-00416,Purchase Order,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-HAZ,920282,731767,0.2576,Net 30,2025-10-15,Sanctions list match|Payment terms changed|Insurance premium spike|Compliance review needed|New intermediary entity detected,critical,0.897,Pharmaceuticals,SGD
IN-2025-00417,Invoice,Shenzhen Micro-Tech Industries,CN-SZX,CN,CN-SZX → IN-MUN,105467,100357,0.0509,Net 15,2025-10-15,Minor deviation from baseline,review,0.267,Food Products,SGD
LE-2026-00418,Letter of Credit,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-PAR,543275,447967,0.2128,LC 60 Days,2026-03-15,Material substitution flagged|Critical cost overrun >20%|Payment terms changed,critical,0.652,Textiles & Garments,EUR
PA-2026-00419,Packing List,Yokohama Precision Instruments,JP-YOK,JP,JP-YOK → IN-TUT,663242,697776,-0.0495,Net 30,2026-02-23,,normal,0.237,Petroleum Products,SGD
IN-2026-00420,Invoice,Mumbai Pharma Exports Pvt. Ltd.,IN-JNPT,IN,IN-JNPT → IN-MUN,33871,32430,0.0444,LC at Sight,2026-02-12,,normal,0.19,Medical Devices,SGD
PU-2025-00421,Purchase Order,Tata Steel Processing,IN-MUM,IN,IN-MUM → IN-CHN,373093,399718,-0.0666,Advance Payment,2025-10-16,,review,0.392,Textiles & Garments,SGD
PA-2025-00422,Packing List,Rotterdam Chemicals BV,NL-RTM,NL,NL-RTM → IN-MUN,586783,509358,0.152,LC at Sight,2025-09-24,Quantity discrepancy,alert,0.559,Electronics,EUR
IN-2026-00423,Invoice,Mumbai Pharma Exports Pvt. Ltd.,IN-JNPT,IN,IN-JNPT → IN-JNPT,64645,68128,-0.0511,LC 60 Days,2026-02-22,,review,0.276,Machinery,USD
IN-2025-00424,Insurance Certificate,Rotterdam Chemicals BV,NL-RTM,NL,NL-RTM → IN-MUN,311724,297872,0.0465,Net 15,2025-10-02,,normal,0.165,Medical Devices,SGD
LE-2026-00425,Letter of Credit,Busan Steel Trading Co.,KR-BUS,KR,KR-BUS → IN-KOL,199705,244450,-0.183,LC at Sight,2026-01-28,Route surcharge detected|Minor tariff reclassification,alert,0.679,Machinery,INR
LE-2025-00426,Letter of Credit,Chennai Auto Components Ltd.,IN-CHN,IN,IN-CHN → IN-TUT,425577,394309,0.0793,Net 15,2025-09-15,Minor deviation from baseline,review,0.428,Food Products,SGD
LE-2026-00427,Letter of Credit,Yokohama Precision Instruments,JP-YOK,JP,JP-YOK → IN-VIZ,755779,730814,0.0342,Net 15,2026-02-15,,normal,0.103,Steel & Iron,INR
IN-2025-00428,Insurance Certificate,Rotterdam Chemicals BV,NL-RTM,NL,NL-RTM → IN-CHN,746792,732839,0.019,LC 60 Days,2025-07-28,,normal,0.09,Steel & Iron,EUR
CU-2025-00429,Customs Declaration,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-KOL,566011,511995,0.1055,Net 60,2025-10-09,Insurance premium adjustment|Cost overrun >10%|Route surcharge detected,alert,0.515,Electronics,EUR
PU-2026-00430,Purchase Order,Rotterdam Chemicals BV,NL-RTM,NL,NL-RTM → IN-TUT,263329,397892,-0.3382,Net 45,2026-02-02,Material substitution flagged|Insurance premium spike|New intermediary entity detected,critical,1.0,Steel & Iron,INR
CU-2025-00431,Customs Declaration,Yokohama Precision Instruments,JP-YOK,JP,JP-YOK → IN-VIZ,252112,267979,-0.0592,Advance Payment,2025-09-14,,review,0.241,Petroleum Products,USD
IN-2025-00432,Insurance Certificate,Busan Steel Trading Co.,KR-BUS,KR,KR-BUS → IN-KOC,559170,573754,-0.0254,LC at Sight,2025-06-15,,normal,0.146,Steel & Iron,EUR
PU-2025-00433,Purchase Order,Ningbo Machinery Works,CN-NGB,CN,CN-NGB → IN-JNPT,456667,486153,-0.0607,Advance Payment,2025-11-04,Minor deviation from baseline,review,0.227,Food Products,EUR
IN-2025-00434,Insurance Certificate,Singapore Tech Pte. Ltd.,SG-SIN,SG,SG-SIN → IN-CHN,709497,699482,0.0143,Net 60,2025-10-23,,normal,0.072,Automobile Parts,EUR
PU-2026-00435,Purchase Order,Bangalore Biotech Solutions,IN-BLR,IN,IN-BLR → IN-KOL,428858,368642,0.1633,Net 45,2026-01-28,Carrier change mid-route|Minor tariff reclassification|Insurance premium adjustment,alert,0.844,Steel & Iron,USD
PU-2025-00436,Purchase Order,Laem Chabang Seafood Processing,TH-LCH,TH,TH-LCH → IN-MUN,128565,132328,-0.0284,Net 15,2025-06-15,,normal,0.113,Textiles & Garments,INR
IN-2025-00437,Insurance Certificate,Mumbai Pharma Exports Pvt. Ltd.,IN-JNPT,IN,IN-JNPT → IN-VIZ,321450,320522,0.0029,LC at Sight,2025-09-30,,normal,0.013,Electronics,SGD
PA-2025-00438,Packing List,Port Klang Palm Oil Exports,MY-PTG,MY,MY-PTG → IN-KOC,569518,497178,0.1455,Net 30,2025-11-20,Quantity discrepancy|Cost overrun >10%,alert,0.723,Plastics,USD
IN-2026-00439,Invoice,Bangalore Biotech Solutions,IN-BLR,IN,IN-BLR → IN-KOL,178405,165574,0.0775,LC 60 Days,2026-03-09,Minor deviation from baseline,review,0.373,Agricultural Products,INR
PA-2025-00440,Packing List,Bangalore Biotech Solutions,IN-BLR,IN,IN-BLR → IN-KOL,91430,100530,-0.0905,LC at Sight,2025-09-14,,review,0.517,Steel & Iron,SGD
IN-2026-00441,Invoice,Bangalore Biotech Solutions,IN-BLR,IN,IN-BLR → IN-CHN,359951,403258,-0.1074,Net 30,2026-01-13,Insurance premium adjustment|Quantity discrepancy|Route surcharge detected,alert,0.468,Food Products,EUR
CU-2025-00442,Customs Declaration,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-VIZ,81508,86575,-0.0585,Net 45,2025-07-15,Seasonal adjustment,review,0.29,Petroleum Products,EUR
PU-2025-00443,Purchase Order,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-PAR,310200,299554,0.0355,Net 45,2025-11-17,,normal,0.184,Electronics,USD
PU-2026-00444,Purchase Order,Bangalore Biotech Solutions,IN-BLR,IN,IN-BLR → IN-JNPT,452657,350013,0.2933,LC 60 Days,2026-03-21,Compliance review needed|Material substitution flagged|Payment terms changed|Expedited shipping requested,critical,1.0,Electronics,USD
IN-2026-00445,Invoice,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-KOC,631727,524677,0.204,Net 45,2026-01-13,Compliance review needed|Insurance premium spike|Payment terms changed,critical,1.0,Medical Devices,INR
LE-2025-00446,Letter of Credit,Ningbo Machinery Works,CN-NGB,CN,CN-NGB → IN-MUN,725905,686074,0.0581,Net 60,2025-10-02,Seasonal adjustment,review,0.225,Machinery,USD
LE-2025-00447,Letter of Credit,Colombo Textiles Ltd.,LK-CMB,LK,LK-CMB → IN-KOC,145847,113383,0.2863,Advance Payment,2025-08-10,Material substitution flagged|Payment terms changed|Sanctions list match,critical,1.0,Agricultural Products,INR
CU-2025-00448,Customs Declaration,Shenzhen Micro-Tech Industries,CN-SZX,CN,CN-SZX → IN-PAR,316850,312400,0.0142,Advance Payment,2025-10-12,,normal,0.045,Electronics,SGD
IN-2026-00449,Insurance Certificate,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-TUT,528937,505945,0.0454,LC 60 Days,2026-02-06,,normal,0.24,Electronics,USD
BI-2025-00450,Bill of Lading,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-CHN,179652,223769,-0.1972,LC 60 Days,2025-12-12,Quantity discrepancy|Insurance premium adjustment,alert,0.705,Machinery,INR
IN-2025-00451,Insurance Certificate,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-HAZ,38443,43211,-0.1103,Net 45,2025-09-27,Route surcharge detected,alert,0.522,Pharmaceuticals,INR
IN-2025-00452,Invoice,Port Klang Palm Oil Exports,MY-PTG,MY,MY-PTG → IN-KOL,545375,506656,0.0764,LC 60 Days,2025-10-12,Minor deviation from baseline,review,0.436,Chemical Products,USD
CU-2026-00453,Customs Declaration,Ningbo Machinery Works,CN-NGB,CN,CN-NGB → IN-CHN,428273,400603,0.0691,Net 60,2026-01-13,Seasonal adjustment,review,0.383,Automobile Parts,USD
LE-2025-00454,Letter of Credit,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-PAR,369363,360088,0.0258,Net 15,2025-12-02,,normal,0.126,Plastics,SGD
PU-2025-00455,Purchase Order,Colombo Textiles Ltd.,LK-CMB,LK,LK-CMB → IN-KOC,153721,205677,-0.2526,Advance Payment,2025-07-20,Insurance premium spike|New intermediary entity detected,critical,1.0,Machinery,USD
BI-2025-00456,Bill of Lading,Laem Chabang Seafood Processing,TH-LCH,TH,TH-LCH → IN-CHN,572358,609544,-0.061,LC at Sight,2025-07-16,,review,0.312,Machinery,INR
PA-2026-00457,Packing List,Rotterdam Chemicals BV,NL-RTM,NL,NL-RTM → IN-VIZ,45017,36061,0.2484,Net 60,2026-01-28,Payment terms changed|Compliance review needed|Material substitution flagged,critical,1.0,Steel & Iron,SGD
BI-2025-00458,Bill of Lading,Laem Chabang Seafood Processing,TH-LCH,TH,TH-LCH → IN-HAZ,647366,695657,-0.0694,LC at Sight,2025-11-11,,review,0.356,Pharmaceuticals,INR
PA-2026-00459,Packing List,Hamburg Industrial Supply GmbH,DE-HAM,DE,DE-HAM → IN-KOL,468044,568310,-0.1764,Net 15,2026-01-26,Quantity discrepancy,alert,0.663,Petroleum Products,EUR
IN-2025-00460,Insurance Certificate,Busan Steel Trading Co.,KR-BUS,KR,KR-BUS → IN-HAZ,410508,376796,0.0895,Net 60,2025-07-16,Seasonal adjustment,review,0.313,Textiles & Garments,SGD
PA-2025-00461,Packing List,Ningbo Machinery Works,CN-NGB,CN,CN-NGB → IN-HAZ,556941,586374,-0.0502,Advance Payment,2025-07-23,Seasonal adjustment,review,0.204,Pharmaceuticals,EUR
IN-2026-00462,Invoice,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-JNPT,516477,502382,0.0281,Net 60,2026-01-25,,normal,0.106,Textiles & Garments,USD
IN-2025-00463,Invoice,Ningbo Machinery Works,CN-NGB,CN,CN-NGB → IN-JNPT,228874,232963,-0.0176,Advance Payment,2025-09-07,,normal,0.102,Food Products,USD
BI-2025-00464,Bill of Lading,Chennai Auto Components Ltd.,IN-CHN,IN,IN-CHN → IN-VIZ,550743,683422,-0.1941,Net 15,2025-11-23,Minor tariff reclassification,alert,0.788,Automobile Parts,SGD
BI-2025-00465,Bill of Lading,Ningbo Machinery Works,CN-NGB,CN,CN-NGB → IN-CHN,147333,137685,0.0701,Net 60,2025-09-25,,review,0.357,Plastics,EUR
BI-2026-00466,Bill of Lading,Shanghai Electronics Co. Ltd.,CN-SHA,CN,CN-SHA → IN-KND,313061,296374,0.0563,Advance Payment,2026-01-10,,review,0.2,Electronics,EUR
BI-2025-00467,Bill of Lading,Shenzhen Micro-Tech Industries,CN-SZX,CN,CN-SZX → IN-VIZ,717330,672608,0.0665,Net 60,2025-10-24,Seasonal adjustment,review,0.247,Agricultural Products,SGD
PA-2025-00468,Packing List,Bangalore Biotech Solutions,IN-BLR,IN,IN-BLR → IN-JNPT,618006,608277,0.016,Net 15,2025-11-19,,normal,0.079,Textiles & Garments,SGD
CU-2025-00469,Customs Declaration,Shanghai Electronics Co. Ltd.,CN-SHA,CN,CN-SHA → IN-KOC,364227,450161,-0.1909,Net 15,2025-08-01,Cost overrun >10%|Route surcharge detected|Minor tariff reclassification,alert,1.0,Steel & Iron,SGD
IN-2025-00470,Invoice,Mumbai Pharma Exports Pvt. Ltd.,IN-JNPT,IN,IN-JNPT → IN-VIZ,73102,70824,0.0322,LC 60 Days,2025-09-06,,normal,0.102,Steel & Iron,EUR
LE-2026-00471,Letter of Credit,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-KND,532880,567406,-0.0608,LC 60 Days,2026-03-24,,review,0.315,Electronics,SGD
BI-2025-00472,Bill of Lading,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-JNPT,707722,736394,-0.0389,LC 60 Days,2025-08-23,,normal,0.194,Electronics,USD
IN-2025-00473,Invoice,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-CHN,293902,300732,-0.0227,Net 30,2025-07-01,,normal,0.104,Medical Devices,INR
LE-2025-00474,Letter of Credit,Tata Steel Processing,IN-MUM,IN,IN-MUM → IN-TUT,255525,225506,0.1331,Net 45,2025-12-16,Cost overrun >10%|Quantity discrepancy|Insurance premium adjustment,alert,0.589,Textiles & Garments,SGD
BI-2025-00475,Bill of Lading,Mumbai Pharma Exports Pvt. Ltd.,IN-JNPT,IN,IN-JNPT → IN-HAZ,725549,656031,0.106,LC 60 Days,2025-11-19,Minor tariff reclassification|Insurance premium adjustment,alert,0.335,Steel & Iron,USD
PU-2025-00476,Purchase Order,Tata Steel Processing,IN-MUM,IN,IN-MUM → IN-MUN,406935,586701,-0.3064,Net 30,2025-08-01,Insurance premium spike|Critical cost overrun >20%,critical,1.0,Machinery,USD
BI-2025-00477,Bill of Lading,Port Klang Palm Oil Exports,MY-PTG,MY,MY-PTG → IN-KOC,47148,49839,-0.054,Net 15,2025-09-22,Minor deviation from baseline,review,0.196,Machinery,INR
CU-2025-00478,Customs Declaration,Shenzhen Micro-Tech Industries,CN-SZX,CN,CN-SZX → IN-CHN,184174,191618,-0.0388,LC 60 Days,2025-08-03,,normal,0.131,Plastics,INR
BI-2025-00479,Bill of Lading,Port Klang Palm Oil Exports,MY-PTG,MY,MY-PTG → IN-JNPT,496368,628985,-0.2108,LC 60 Days,2025-07-29,Compliance review needed|Sanctions list match|Expedited shipping requested,critical,0.777,Chemical Products,INR
IN-2025-00480,Invoice,Shanghai Electronics Co. Ltd.,CN-SHA,CN,CN-SHA → IN-KOL,375918,387368,-0.0296,Net 15,2025-07-31,,normal,0.154,Textiles & Garments,SGD
BI-2025-00481,Bill of Lading,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-KOC,253179,187625,0.3494,LC 60 Days,2025-11-22,Expedited shipping requested|Compliance review needed,critical,1.0,Food Products,SGD
IN-2026-00482,Invoice,Singapore Tech Pte. Ltd.,SG-SIN,SG,SG-SIN → IN-PAR,638440,718826,-0.1118,Net 30,2026-03-09,Cost overrun >10%,alert,0.458,Chemical Products,EUR
PA-2025-00483,Packing List,Mumbai Pharma Exports Pvt. Ltd.,IN-JNPT,IN,IN-JNPT → IN-KOC,389201,384791,0.0115,LC at Sight,2025-11-30,,normal,0.067,Electronics,SGD
BI-2025-00484,Bill of Lading,Ningbo Machinery Works,CN-NGB,CN,CN-NGB → IN-KND,462841,545744,-0.1519,Net 30,2025-10-09,Quantity discrepancy|Carrier change mid-route|Minor tariff reclassification,alert,0.855,Food Products,USD
PA-2025-00485,Packing List,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-CHN,330439,403729,-0.1815,Net 60,2025-10-09,Cost overrun >10%,alert,0.579,Petroleum Products,EUR
IN-2025-00486,Insurance Certificate,Port Klang Palm Oil Exports,MY-PTG,MY,MY-PTG → IN-KOC,85288,97982,-0.1296,Advance Payment,2025-11-23,Route surcharge detected,alert,0.615,Chemical Products,SGD
PA-2025-00487,Packing List,Colombo Textiles Ltd.,LK-CMB,LK,LK-CMB → IN-KND,195712,175236,0.1168,Net 15,2025-09-06,Minor tariff reclassification,alert,0.597,Chemical Products,EUR
PA-2026-00488,Packing List,Yokohama Precision Instruments,JP-YOK,JP,JP-YOK → IN-PAR,755156,675497,0.1179,LC 60 Days,2026-01-10,Minor tariff reclassification|Route surcharge detected|Insurance premium adjustment,alert,0.537,Electronics,USD
IN-2025-00489,Invoice,Ningbo Machinery Works,CN-NGB,CN,CN-NGB → IN-KND,210782,160075,0.3168,Net 45,2025-09-08,Critical cost overrun >20%|Sanctions list match|Compliance review needed,critical,1.0,Machinery,EUR
IN-2025-00490,Invoice,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-JNPT,770960,716978,0.0753,Net 60,2025-11-21,,review,0.395,Plastics,EUR
PA-2025-00491,Packing List,Gujarat Chemical Industries,IN-MUN,IN,IN-MUN → IN-KOC,268752,236952,0.1342,Net 15,2025-07-23,Quantity discrepancy,alert,0.729,Pharmaceuticals,EUR
PA-2025-00492,Packing List,Durban Mining Corp.,ZA-DUR,ZA,ZA-DUR → IN-KOL,49332,47915,0.0296,Net 30,2025-08-22,,normal,0.12,Food Products,SGD
PU-2025-00493,Purchase Order,Colombo Textiles Ltd.,LK-CMB,LK,LK-CMB → IN-CHN,487940,395660,0.2332,LC at Sight,2025-07-05,Compliance review needed|Payment terms changed,critical,1.0,Plastics,USD
CU-2025-00494,Customs Declaration,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-HAZ,704591,681297,0.0342,Net 45,2025-07-01,,normal,0.152,Automobile Parts,USD
LE-2025-00495,Letter of Credit,Ningbo Machinery Works,CN-NGB,CN,CN-NGB → IN-VIZ,44639,53356,-0.1634,LC at Sight,2025-08-09,Carrier change mid-route,alert,0.78,Chemical Products,SGD
BI-2025-00496,Bill of Lading,Shenzhen Micro-Tech Industries,CN-SZX,CN,CN-SZX → IN-TUT,686913,631854,0.0871,Advance Payment,2025-11-19,Seasonal adjustment,review,0.421,Petroleum Products,INR
PU-2025-00497,Purchase Order,Yokohama Precision Instruments,JP-YOK,JP,JP-YOK → IN-CHN,80936,118377,-0.3163,Advance Payment,2025-07-04,Expedited shipping requested|Sanctions list match|Insurance premium spike,critical,0.987,Food Products,SGD
IN-2025-00498,Invoice,Laem Chabang Seafood Processing,TH-LCH,TH,TH-LCH → IN-VIZ,619943,635367,-0.0243,Advance Payment,2025-10-06,,normal,0.142,Plastics,SGD
PA-2025-00499,Packing List,Mumbai Pharma Exports Pvt. Ltd.,IN-JNPT,IN,IN-JNPT → IN-PAR,717013,782776,-0.084,Net 60,2025-06-30,,review,0.342,Plastics,SGD
IN-2026-00500,Invoice,Dubai Petrochemicals LLC,AE-DXB,AE,AE-DXB → IN-KOL,83627,89226,-0.0627,LC 60 Days,2026-03-17,,review,0.355,Medical Devices,EUR
